Year_Month,Card Type,Travel_Mode,Trip
Jun-19,Sgl Trip Rail Adult,Metro,12588
Aug-22,Senior/Pensioner,Metro,102663
Jul-20,Day Pass without SAF,Metro,4
Feb-21,Senior/Pensioner,Metro,85141
May-19,Child/Youth,Metro,6186
May-21,Day Pass without SAF,Metro,3
Apr-22,Day Pass without SAF,Metro,2
Jul-22,Day Pass without SAF,Metro,8
Jul-21,Day Pass without SAF,Metro,2
Aug-19,Day Pass Child/Youth w/o SAF,Metro,2
Mar-22,Adult Single Bus Trip 3,Bus,14
Jan-22,Day Pass without SAF,Bus,437
Dec-21,Employee,Bus,47570
Sep-21,CTP,Bus,1072112
Aug-21,Free Travel,Bus,8885
Jan-21,CTP,Bus,2416896
May-20,Senior/Pensioner,Bus,1842193
Feb-19,Employee,Bus,87689
Oct-18,Child/Youth Single Bus Trip 3,Bus,7029
Mar-18,Child/Youth Single Bus Trip 2,Bus,22468
Jan-18,Child/Youth,Bus,1559929
Sep-17,Child/Youth Single Bus Trip 3,Bus,9811
Aug-17,Child/Youth Single Bus Trip 3,Bus,6683
Jul-17,Child/Youth Single Bus Trip 1,Bus,55170
Mar-17,Adult Single Bus Trip 3,Bus,42288
Sep-16,Adult Single Bus Trip 2,Bus,122355
Apr-24,Employee,Bus,63322
Nov-23,CTP,Bus,7022689
Sep-23,Senior/Pensioner,Bus,3177181
May-22,Senior/Pensioner,Bus,2859536
Jun-20,Employee,Bus,50008
Apr-20,CTP,Bus,734339
Feb-19,Child/Youth Single Bus Trip 1,Bus,21631
Oct-18,Adult Single Bus Trip 1,Bus,115049
Jun-24,Child/Youth,Bus,555438
Nov-23,Concession,Bus,764431
Oct-23,Employee,Bus,62160
Apr-23,Senior/Pensioner,Bus,2870360
Nov-22,CTP,Bus,5249541
Oct-21,Adult,Bus,3249805
Aug-21,CTP,Bus,949416
Feb-19,Free Travel,Bus,40466
Jan-19,Employee,Bus,85279
Jan-19,Free Travel,Bus,38510
Jan-18,Child/Youth Single Bus Trip 2,Bus,40857
Dec-17,Child/Youth Single Bus Trip 2,Bus,38599
Oct-17,Free Travel,Bus,39006
Dec-16,Adult,Bus,12839969
Oct-16,Child/Youth Single Bus Trip 3,Bus,13664
Dec-23,Senior/Pensioner,Bus,3116395
Mar-23,Concession,Bus,1124148
Aug-20,Adult,Bus,5609631
Sep-19,Concession,Bus,1651851
Dec-16,Adult Single Bus Trip 1,Bus,190339
Aug-16,Child/Youth Single Bus Trip 1,Bus,85540
Jun-23,Employee,Bus,59092
Feb-19,School Student,Bus,3034805
Sep-17,School Student,Bus,1932171
Jul-17,Child/Youth Single Bus Trip 2,Bus,42041
Mar-18,Adult,Bus,15671919
Feb-18,Free Travel,Bus,36666
Sep-20,Employee,Bus,53927
Aug-19,Adult Single Bus Trip 1,Bus,79217
Jun-19,School Student,Bus,2754915
Apr-19,Adult Single Bus Trip 2,Bus,48668
Apr-17,Adult Single Bus Trip 1,Bus,158538
Aug-16,Adult Single Bus Trip 3,Bus,60625
Jul-21,Free Travel,Bus,10140
Jan-20,Adult,Bus,12404965
Apr-18,Adult Single Bus Trip 2,Bus,75101
Nov-17,Adult,Bus,14927209
Sep-19,Child/Youth Single Bus Trip 2,Bus,12737
Nov-17,Child/Youth Single Bus Trip 3,Bus,6816
Aug-16,Child/Youth Single Bus Trip 3,Bus,15864
Nov-20,Employee,Bus,59168
Apr-18,Adult Single Bus Trip 1,Bus,139901
Mar-18,Day Pass Child/Youth w/o SAF,Bus,17
Jul-16,Concession,Bus,1845322
Oct-21,Adult Single Bus Trip 1,Bus,131
Mar-20,Day Pass without SAF,Bus,953
Nov-17,Child/Youth Single Bus Trip 1,Bus,36062
Apr-17,Child/Youth Single Bus Trip 2,Bus,42726
Sep-16,Employee,Bus,71783
Mar-19,Child/Youth Single Bus Trip 2,Bus,16792
Jun-24,Adult,Bus,6335894
Oct-22,Day Pass without SAF,Bus,788
Mar-20,Child/Youth Single Bus Trip 3,Bus,1689
Jun-18,Senior/Pensioner,Bus,3898801
May-24,Adult Single Bus Trip 1,Bus,143
Apr-24,Concession,Bus,920108
Nov-20,Concession,Bus,678187
Jan-19,Child/Youth Single Bus Trip 1,Bus,38810
Sep-16,Adult Single Bus Trip 1,Bus,185031
Jul-16,Free Travel,Bus,25228
Sep-23,Concession,Bus,878719
Mar-22,CTP,Bus,3460409
Mar-22,Day Pass Child/Youth w/o SAF,Bus,18
Nov-18,Child/Youth,Bus,1248624
Apr-23,Child/Youth,Bus,793429
Feb-23,Child/Youth,Bus,711553
Mar-19,Free Travel,Bus,43399
Oct-18,Child/Youth,Bus,1418158
Nov-22,Senior/Pensioner,Bus,3198927
Sep-22,Adult,Bus,5809458
Dec-23,Concession,Bus,564924
Dec-19,Child/Youth Single Bus Trip 1,Bus,17165
Jan-24,Adult Single Bus Trip 1,Bus,153
Oct-20,School Student,Bus,1261371
Jul-18,Concession,Bus,1385605
Jan-20,Day Pass without SAF,Bus,908
Sep-19,School Student,Bus,2788612
Jan-23,Child/Youth,Bus,937575
Nov-21,Child/Youth,Bus,519653
Nov-23,School Student,Bus,1421368
Jun-20,Day Pass without SAF,Bus,464
May-21,Senior/Pensioner,Bus,3258937
Nov-23,Adult Single Bus Trip 2,Bus,72
Apr-22,Adult Single Bus Trip 2,Bus,109
Dec-19,School Student,Bus,1307381
Sep-20,Senior/Pensioner,Bus,2603832
Jan-21,Free Travel,Bus,21806
Aug-18,Adult,Bus,15671796
Dec-22,Day Pass without SAF,Bus,875
Sep-16,School Student,Bus,2244235
Mar-23,Adult,Bus,7519038
Feb-23,Adult Single Bus Trip 3,Bus,18
Sep-21,Concession,Bus,134804
Mar-24,Employee,Bus,61225
Aug-19,Child/Youth Single Bus Trip 2,Bus,12843
Oct-20,Child/Youth Single Bus Trip 2,Bus,10
Sep-21,Senior/Pensioner,Bus,1209858
Oct-23,Adult Single Bus Trip 1,Bus,109
Apr-18,Senior/Pensioner,Bus,3949337
Jul-18,Employee,Bus,75107
Jan-24,Adult,Bus,"6,431,567"
Oct-18,Day Pass without SAF,Bus,369
Nov-23,Adult Single Bus Trip 1,Bus,120
Jan-23,Adult Single Bus Trip 1,Bus,118
Jul-22,Adult Single Bus Trip 2,Bus,40
May-20,Adult Single Bus Trip 3,Bus,25
Apr-19,Day Pass without SAF,Bus,773
May-23,Adult Single Bus Trip 1,Bus,122
Dec-22,Adult Single Bus Trip 2,Bus,26
Jul-22,Day Pass without SAF,Bus,591
May-20,Child/Youth Single Bus Trip 2,Bus,8
Sep-21,Adult Single Bus Trip 2,Bus,17
Feb-24,Child/Youth Single Bus Trip 2,Bus,4
Aug-24,Day Pass Child/Youth w/o SAF,Bus,10
Jul-23,Day Pass Child/Youth w/o SAF,Bus,75
Mar-20,Day Pass Child/Youth w/o SAF,Bus,61
Jan-22,Day Pass Child/Youth w/o SAF,Bus,9
Jul-24,Day Pass Child/Youth w/o SAF,Bus,19
Jul-22,Day Pass Child/Youth w/o SAF,Bus,2
Mar-17,Employee,Bus,78376
Jul-22,Adult Single Bus Trip 3,Bus,18
Aug-24,Adult Single Bus Trip 2,Bus,60
Jul-24,Child/Youth Single Bus Trip 1,Bus,2
May-21,Day Pass Child/Youth w/o SAF,Bus,5
Jul-24,Adult Single Bus Trip 3,Bus,29
Dec-23,Day Pass Child/Youth w/o SAF,Bus,17
Aug-18,Day Pass Child/Youth w/o SAF,Bus,15
Jul-24,Child/Youth Single Bus Trip 2,Bus,3
Sep-20,Child/Youth Single Bus Trip 1,Bus,5
Aug-20,Child/Youth Single Bus Trip 3,Bus,5
May-22,On Demand,Bus,21803
Jan-23,On Demand,Bus,20233
Oct-19,CTP,Bus,1367495
Apr-19,Employee,Bus,85255
Jun-24,School Student,Bus,1211029
Jul-19,School Student,Bus,1644170
Oct-23,Day Pass without SAF,Bus,965
Aug-17,Day Pass Child/Youth w/o SAF,Bus,7
Jul-16,Employee,Bus,64989
Sep-20,Child/Youth Single Bus Trip 3,Bus,5
Feb-19,Other,Bus,0
Jan-22,Child/Youth Single Bus Trip 2,Bus,1
Aug-19,On Demand,Bus,23135
Apr-20,On Demand,Bus,7039
Jun-22,On Demand,Bus,19223
Dec-20,Child/Youth Single Bus Trip 3,Bus,2
Aug-24,Child/Youth Single Bus Trip 2,Bus,2
Mar-23,Child/Youth Single Bus Trip 3,Bus,4
Mar-19,Other,Bus,0
Mar-23,On Demand,Bus,23727
Dec-23,Child/Youth Single Bus Trip 1,Bus,2
Jan-19,School Student,Bus,205934
Nov-22,Child/Youth Single Bus Trip 1,Bus,1
May-21,Child/Youth Single Bus Trip 2,Bus,1
May-20,On Demand,Bus,10192
Jul-16,Sgl Trip Ferry Adult,Ferry,10030
Jul-16,Free Travel,Ferry,1317
Oct-16,Adult,Ferry,879150
Dec-16,Concession,Ferry,27905
Mar-17,Free Travel,Ferry,1857
Apr-17,Child/Youth,Ferry,149935
May-17,Senior/Pensioner,Ferry,189654
May-17,Child/Youth,Ferry,63543
Jun-17,Sgl Trip Ferry Adult,Ferry,42949
Aug-17,Sgl Trip Ferry Adult,Ferry,47631
Aug-17,School Student,Ferry,2206
Sep-17,Sgl Trip Ferry Adult,Ferry,51151
Dec-17,Adult,Ferry,1046211
Dec-17,Senior/Pensioner,Ferry,185440
Jan-18,Sgl Trip Ferry Child/Youth,Ferry,23423
Jan-18,Senior/Pensioner,Ferry,220589
Mar-18,CTP,Ferry,14690
Apr-18,Free Travel,Ferry,2131
Aug-18,Adult,Ferry,756150
Aug-18,Senior/Pensioner,Ferry,168088
Sep-18,Sgl Trip Ferry Adult,Ferry,41289
Oct-18,Sgl Trip Ferry Adult,Ferry,45136
Oct-18,CTP,Ferry,16320
Nov-18,CTP,Ferry,20715
Nov-18,Child/Youth,Ferry,74587
Nov-18,Senior/Pensioner,Ferry,185824
Dec-18,Adult,Ferry,1019143
Dec-18,Free Travel,Ferry,2110
Dec-18,Concession,Ferry,24831
Jan-19,Child/Youth,Ferry,196867
Feb-19,Employee,Ferry,4613
Apr-19,Sgl Trip Ferry Adult,Ferry,49727
May-19,CTP,Ferry,51727
Jun-19,Free Travel,Ferry,2020
Jun-19,Sgl Trip Ferry Child/Youth,Ferry,9985
Jul-19,Concession,Ferry,22642
Sep-19,Concession,Ferry,23149
Dec-19,CTP,Ferry,216150
Jan-20,Adult,Ferry,803124
Jan-20,School Student,Ferry,914
Feb-20,Concession,Ferry,19386
Mar-20,CTP,Ferry,132810
Mar-20,Sgl Trip Ferry Adult,Ferry,16082
Apr-20,Senior/Pensioner,Ferry,18287
Apr-20,CTP,Ferry,19718
May-20,Sgl Trip Ferry Adult,Ferry,1162
Jun-20,CTP,Ferry,83342
Aug-20,CTP,Ferry,90937
Aug-20,Sgl Trip Ferry Child/Youth,Ferry,1282
Sep-20,Concession,Ferry,12944
Oct-20,Employee,Ferry,3562
Oct-20,Child/Youth,Ferry,57850
Nov-20,Sgl Trip Ferry Child/Youth,Ferry,2573
Nov-20,Child/Youth,Ferry,28016
Dec-20,Employee,Ferry,2932
Feb-21,Concession,Ferry,15515
Apr-21,School Student,Ferry,4864
May-21,Adult,Ferry,246613
Jun-21,Senior/Pensioner,Ferry,103636
Aug-21,CTP,Ferry,20015
Aug-21,Sgl Trip Ferry Adult,Ferry,172
Aug-21,Free Travel,Ferry,169
Oct-21,Child/Youth,Ferry,21759
Oct-21,Sgl Trip Ferry Adult,Ferry,2157
Dec-21,Adult,Ferry,209567
Dec-21,Sgl Trip Ferry Child/Youth,Ferry,9570
Jan-22,Adult,Ferry,201854
Jan-22,Sgl Trip Ferry Child/Youth,Ferry,13836
Jan-22,Employee,Ferry,4167
Feb-22,Senior/Pensioner,Ferry,99494
Mar-22,Sgl Trip Ferry Adult,Ferry,11094
Apr-22,Senior/Pensioner,Ferry,141577
Oct-22,Free Travel,Ferry,1684
Nov-22,Senior/Pensioner,Ferry,172226
Nov-22,Child/Youth,Ferry,54727
Dec-22,Free Travel,Ferry,1886
Jan-23,Concession,Ferry,16483
Feb-23,CTP,Ferry,522601
Feb-23,Adult,Ferry,372101
Mar-23,Adult,Ferry,392791
Apr-23,Adult,Ferry,376680
Jun-23,Free Travel,Ferry,1959
Aug-23,Free Travel,Ferry,1505
Sep-23,Free Travel,Ferry,1866
Oct-23,Sgl Trip Ferry Child/Youth,Ferry,14062
Oct-23,Sgl Trip Ferry Adult,Ferry,30061
Oct-23,Senior/Pensioner,Ferry,190452
Nov-23,Employee,Ferry,4495
Nov-23,Sgl Trip Ferry Adult,Ferry,26596
Feb-24,Concession,Ferry,20363
Mar-24,Sgl Trip Ferry Child/Youth,Ferry,12898
Mar-24,Employee,Ferry,4622
May-24,Sgl Trip Ferry Child/Youth,Ferry,6806
Jun-24,Free Travel,Ferry,1649
Sep-17,Free Travel,Ferry,2164
Nov-17,Sgl Trip Ferry Child/Youth,Ferry,7171
Dec-17,Concession,Ferry,28201
Jan-18,School Student,Ferry,252
Feb-18,Sgl Trip Ferry Child/Youth,Ferry,8079
Jun-18,Free Travel,Ferry,1969
Jul-18,Senior/Pensioner,Ferry,187491
Jul-18,School Student,Ferry,2101
Nov-18,Sgl Trip Ferry Adult,Ferry,51364
Jan-19,Adult,Ferry,1027527
Apr-19,CTP,Ferry,54154
Apr-19,Senior/Pensioner,Ferry,211530
Feb-20,Sgl Trip Ferry Child/Youth,Ferry,4187
May-20,CTP,Ferry,44239
Jun-20,Adult,Ferry,177637
Jun-21,CTP,Ferry,141456
Jul-21,Child/Youth,Ferry,3759
Oct-21,Employee,Ferry,2394
Oct-21,Adult,Ferry,112548
Sep-23,Adult,Ferry,376791
Mar-24,Senior/Pensioner,Ferry,219892
Jan-17,Child/Youth,Ferry,217918
May-20,School Student,Ferry,1919
Jul-21,Employee,Ferry,734
Dec-21,School Student,Ferry,5125
Mar-23,Employee,Ferry,4107
Jun-24,Day Pass without SAF,Ferry,44
Aug-18,Child/Youth,Ferry,77616
Apr-24,Day Pass without SAF,Ferry,33
Dec-19,Day Pass without SAF,Ferry,79
Jul-16,School Student,Ferry,1295
Nov-18,School Student,Ferry,4822
Dec-23,Sgl Trip Ferry Adult,Ferry,43482
Jan-24,Senior/Pensioner,Ferry,215800
Jul-21,Day Pass without SAF,Ferry,4
Jul-18,Day Pass without SAF,Ferry,5
Feb-20,Day Pass without SAF,Ferry,21
Jan-21,Day Pass Child/Youth w/o SAF,Ferry,1
Oct-18,Day Pass without SAF,Ferry,3
Dec-21,Day Pass Child/Youth w/o SAF,Ferry,7
Jan-23,Day Pass without SAF,Ferry,3
Apr-20,Day Pass without SAF,Ferry,2
Sep-22,Day Pass Child/Youth w/o SAF,Ferry,6
Sep-16,Child/Youth,Light rail,41089
Sep-16,School Student,Light rail,4389
Oct-16,Adult,Light rail,554854
Nov-16,Child/Youth,Light rail,28564
Dec-16,Sgl Trip LR Adult,Light rail,2875
Dec-16,Child/Youth,Light rail,39398
Dec-16,Free Travel,Light rail,752
Jan-17,Concession,Light rail,14678
Jan-17,Senior/Pensioner,Light rail,63828
Feb-17,Concession,Light rail,28344
Mar-17,Sgl Trip LR Child/Youth,Light rail,440
Mar-17,Adult,Light rail,639505
Jun-17,Child/Youth,Light rail,39888
Jun-17,Sgl Trip LR Adult,Light rail,2837
Jun-17,Senior/Pensioner,Light rail,148978
Jul-17,Sgl Trip LR Adult,Light rail,4507
Jul-17,Free Travel,Light rail,665
Aug-17,Sgl Trip LR Adult,Light rail,4398
Aug-17,Sgl Trip LR Child/Youth,Light rail,905
Aug-17,Child/Youth,Light rail,33221
Aug-17,School Student,Light rail,7008
Oct-17,Senior/Pensioner,Light rail,144853
Jan-18,Child/Youth,Light rail,14275
Mar-18,Concession,Light rail,34138
Mar-18,Sgl Trip LR Child/Youth,Light rail,648
Apr-18,Concession,Light rail,28950
Apr-18,CTP,Light rail,6047
Jul-18,Concession,Light rail,29101
Aug-18,School Student,Light rail,8120
Oct-18,Senior/Pensioner,Light rail,130612
Dec-18,Sgl Trip LR Child/Youth,Light rail,711
Jan-19,Sgl Trip LR Adult,Light rail,1740
Jan-19,Child/Youth,Light rail,42875
Feb-19,Concession,Light rail,29066
Apr-19,Employee,Light rail,1496
Apr-19,Free Travel,Light rail,1259
May-19,Concession,Light rail,36161
May-19,Free Travel,Light rail,1393
May-19,Sgl Trip LR Adult,Light rail,2534
May-19,Day Pass without SAF,Light rail,13
Jul-19,Sgl Trip LR Child/Youth,Light rail,1653
Jul-19,Child/Youth,Light rail,65526
Jul-19,Day Pass without SAF,Light rail,20
Aug-19,Sgl Trip LR Adult,Light rail,2823
Aug-19,Concession,Light rail,41982
Dec-19,Adult,Light rail,1023861
Jan-20,Concession,Light rail,59744
Feb-20,Concession,Light rail,90573
Feb-20,CTP,Light rail,288259
Mar-20,Employee,Light rail,2236
May-20,School Student,Light rail,17905
May-20,Free Travel,Light rail,640
Jul-20,Senior/Pensioner,Light rail,141973
Jul-20,Free Travel,Light rail,1336
Aug-20,Senior/Pensioner,Light rail,132272
Sep-20,Employee,Light rail,4332
Oct-20,Adult,Light rail,632151
Oct-20,Employee,Light rail,5719
Nov-20,Child/Youth,Light rail,45912
Nov-20,Free Travel,Light rail,1759
Nov-20,School Student,Light rail,38838
Nov-20,Day Pass without SAF,Light rail,23
Dec-20,Free Travel,Light rail,1830
Dec-20,CTP,Light rail,350597
Jan-21,Child/Youth,Light rail,77802
Jan-21,Sgl Trip LR Adult,Light rail,918
Apr-21,Concession,Light rail,196902
May-21,Concession,Light rail,143357
May-21,CTP,Light rail,520234
May-21,Adult,Light rail,911130
Jul-21,Employee,Light rail,1630
Jul-21,Sgl Trip LR Child/Youth,Light rail,127
Sep-21,Adult,Light rail,181468
Sep-21,Sgl Trip LR Adult,Light rail,77
Oct-21,CTP,Light rail,255765
Oct-21,Free Travel,Light rail,1076
Nov-21,Child/Youth,Light rail,22022
Jan-22,School Student,Light rail,793
Mar-22,Adult,Light rail,788385
Mar-22,School Student,Light rail,36097
Apr-22,Free Travel,Light rail,2358
Jun-22,CTP,Light rail,765968
Aug-22,Day Pass without SAF,Light rail,38
Oct-22,Adult,Light rail,1019352
Oct-22,Free Travel,Light rail,2675
Nov-22,Senior/Pensioner,Light rail,331749
Nov-22,Sgl Trip LR Child/Youth,Light rail,967
Dec-22,Adult,Light rail,1158784
Jan-23,Concession,Light rail,93351
Jan-23,Child/Youth,Light rail,170987
Jan-23,Employee,Light rail,8167
Feb-23,Employee,Light rail,7841
May-23,Concession,Light rail,195075
Jun-23,Employee,Light rail,9010
Jun-23,Sgl Trip LR Child/Youth,Light rail,2101
Jul-23,Free Travel,Light rail,2689
Aug-23,Sgl Trip LR Child/Youth,Light rail,2033
Oct-23,Employee,Light rail,9672
Nov-23,Employee,Light rail,10259
Jan-24,Sgl Trip LR Child/Youth,Light rail,3518
Jan-24,Day Pass without SAF,Light rail,79
Feb-24,CTP,Light rail,1558077
Feb-24,Concession,Light rail,288289
Feb-24,School Student,Light rail,46355
Mar-24,Senior/Pensioner,Light rail,455470
Mar-24,Sgl Trip LR Adult,Light rail,4234
Apr-24,CTP,Light rail,1450252
May-24,Adult,Light rail,1259449
May-24,School Student,Light rail,50589
May-24,Sgl Trip LR Adult,Light rail,2791
Jun-24,Employee,Light rail,8967
Jun-24,Sgl Trip LR Child/Youth,Light rail,1624
Jun-24,Day Pass without SAF,Light rail,40
Feb-17,Child/Youth,Light rail,32626
Jul-17,Employee,Light rail,1
Nov-17,Employee,Light rail,2
Jan-19,Sgl Trip LR Child/Youth,Light rail,569
Nov-22,Day Pass without SAF,Light rail,44
May-23,Adult,Light rail,1210127
Jan-24,Day Pass Child/Youth w/o SAF,Light rail,8
Jan-17,School Student,Light rail,323
Dec-23,Day Pass Child/Youth w/o SAF,Light rail,5
Nov-21,Day Pass Child/Youth w/o SAF,Light rail,5
Dec-21,Day Pass Child/Youth w/o SAF,Light rail,3
Jun-18,Day Pass without SAF,Light rail,1
Aug-17,Day Pass without SAF,Light rail,2
Jul-16,Adult,Train,22145198
Sep-16,Senior/Pensioner,Train,2816602
Dec-16,Employee,Train,285847
Mar-17,Child/Youth,Train,1061092
Apr-17,School Student,Train,427515
May-17,School Student,Train,1272946
Jun-17,Senior/Pensioner,Train,2840831
Jul-17,Employee,Train,294034
Aug-17,Adult,Train,25596844
Sep-17,Free Travel,Train,30029
Sep-17,Day Pass without SAF,Train,174
Oct-17,Child/Youth,Train,1167816
Oct-17,Free Travel,Train,30517
Dec-17,Employee,Train,254579
Dec-17,Child/Youth,Train,1423432
Dec-17,Free Travel,Train,26829
Jan-18,Child/Youth,Train,1491713
Apr-18,School Student,Train,491342
May-18,Adult,Train,27561815
May-18,Concession,Train,2700245
May-18,Employee,Train,320124
Jul-18,Sgl Trip Rail Child/Youth,Train,77382
Jul-18,Child/Youth,Train,1441083
Aug-18,School Student,Train,1254541
Sep-18,Concession,Train,2168858
Sep-18,Sgl Trip Rail Adult,Train,284117
Nov-18,Child/Youth,Train,1033964
Nov-18,Sgl Trip Rail Adult,Train,321285
Dec-18,Child/Youth,Train,1319800
Jan-19,Concession,Train,1291370
Feb-19,Adult,Train,24235381
Feb-19,Concession,Train,1692708
Feb-19,Sgl Trip Rail Adult,Train,235026
Feb-19,Day Pass without SAF,Train,502
Mar-19,Child/Youth,Train,1091466
Mar-19,Free Travel,Train,34783
Mar-19,Sgl Trip Rail Child/Youth,Train,45205
Apr-19,Adult,Train,24276410
Jun-19,Free Travel,Train,32272
Jun-19,Employee,Train,326446
Aug-19,CTP,Train,1113001
Oct-19,Day Pass without SAF,Train,895
Dec-19,Concession,Train,1293890
Feb-20,School Student,Train,1164671
Feb-20,Sgl Trip Rail Child/Youth,Train,33628
Mar-20,Day Pass without SAF,Train,915
Apr-20,Adult,Train,4344129
Apr-20,CTP,Train,703420
May-20,Sgl Trip Rail Child/Youth,Train,13330
May-20,Employee,Train,179768
Jun-20,School Student,Train,936253
Jul-20,Concession,Train,722855
Jul-20,Sgl Trip Rail Adult,Train,39724
Jul-20,Sgl Trip Rail Child/Youth,Train,29040
Jul-20,Free Travel,Train,16171
Aug-20,Adult,Train,8635155
Aug-20,CTP,Train,2128878
Sep-20,Concession,Train,836827
Sep-20,Sgl Trip Rail Adult,Train,31229
Oct-20,Adult,Train,9591778
Oct-20,Senior/Pensioner,Train,1644798
Dec-20,Concession,Train,756484
Dec-20,CTP,Train,3091734
Jan-21,Child/Youth,Train,715610
Jan-21,Sgl Trip Rail Adult,Train,31739
Feb-21,Adult,Train,9681207
Feb-21,Concession,Train,980597
Feb-21,Day Pass without SAF,Train,605
Mar-21,Employee,Train,251744
Mar-21,Day Pass without SAF,Train,725
Apr-21,Employee,Train,239457
Jun-21,Child/Youth,Train,432363
Jun-21,Sgl Trip Rail Adult,Train,47869
Jun-21,Day Pass without SAF,Train,656
Jul-21,Concession,Train,171887
Jul-21,Sgl Trip Rail Child/Youth,Train,7864
Aug-21,School Student,Train,8871
Sep-21,School Student,Train,4961
Nov-21,Sgl Trip Rail Adult,Train,41254
Nov-21,Employee,Train,176091
Dec-21,Adult,Train,6944384
Jan-22,Concession,Train,429252
Jan-22,CTP,Train,2554131
Feb-22,Senior/Pensioner,Train,1318743
Feb-22,Employee,Train,151437
Mar-22,Senior/Pensioner,Train,1614839
Mar-22,CTP,Train,4111466
Apr-22,CTP,Train,4535313
Apr-22,Sgl Trip Rail Child/Youth,Train,31540
May-22,Adult,Train,9530862
Jul-22,Free Travel,Train,16303
Aug-22,Sgl Trip Rail Child/Youth,Train,24711
Sep-22,Sgl Trip Rail Child/Youth,Train,34558
Sep-22,Adult,Train,8976720
Oct-22,Concession,Train,1046116
Dec-22,Adult,Train,9440309
Jan-23,Day Pass without SAF,Train,892
Mar-23,Concession,Train,1610377
Jun-23,Sgl Trip Rail Child/Youth,Train,55583
Jul-23,Sgl Trip Rail Child/Youth,Train,68642
Jul-23,Senior/Pensioner,Train,2273206
Jul-23,Day Pass without SAF,Train,846
Sep-23,Concession,Train,1262255
Sep-23,Free Travel,Train,22390
Oct-23,CTP,Train,9076600
Nov-23,Employee,Train,240870
Dec-23,Senior/Pensioner,Train,2286113
Dec-23,Concession,Train,757253
Jan-24,Employee,Train,212573
Jan-24,Sgl Trip Rail Child/Youth,Train,75787
Apr-24,Adult,Train,10396277
Apr-24,Day Pass without SAF,Train,855
May-24,Adult,Train,11533783
May-24,Employee,Train,258310
Jun-24,Child/Youth,Train,639003
Jun-24,Concession,Train,1100211
Jun-24,Sgl Trip Rail Child/Youth,Train,49362
Sep-16,School Student,Train,833102
Jul-18,Day Pass without SAF,Train,295
Aug-18,Day Pass without SAF,Train,312
Feb-19,School Student,Train,1203113
Nov-20,Sgl Trip Rail Child/Youth,Train,23433
Nov-21,Sgl Trip Rail Child/Youth,Train,22923
May-22,CTP,Train,5491488
Aug-22,Employee,Train,108228
Jul-20,Day Pass Child/Youth w/o SAF,Train,47
Nov-19,Day Pass Child/Youth w/o SAF,Train,429
Mar-21,Day Pass Child/Youth w/o SAF,Train,27
May-21,Senior/Pensioner,Train,2196224
Jun-23,Day Pass Child/Youth w/o SAF,Train,53
Oct-17,Day Pass Child/Youth w/o SAF,Train,7
Jul-22,School Student,Train,446561
Mar-23,Day Pass Child/Youth w/o SAF,Train,35
Sep-23,Day Pass Child/Youth w/o SAF,Train,39
Dec-19,Day Pass Child/Youth w/o SAF,Train,103
Feb-19,Day Pass Child/Youth w/o SAF,Train,15
Jun-19,Day Pass Child/Youth w/o SAF,Train,17
Aug-22,Day Pass Child/Youth w/o SAF,Train,7
Jan-22,Day Pass Child/Youth w/o SAF,Train,5
Mar-17,School Student,Train,1236042
Jun-20,Concession,Train,554058
Jun-22,Day Pass Child/Youth w/o SAF,Train,196
Jul-22,Day Pass Child/Youth w/o SAF,Train,10
Mar-20,Day Pass Child/Youth w/o SAF,Train,70
Sep-22,Day Pass Child/Youth w/o SAF,Train,11
Aug-17,Day Pass without SAF,Train,18
Mar-22,Day Pass Child/Youth w/o SAF,Train,2
Jul-19,Concession,Metro,134159
Sep-19,Adult,Metro,1395364
Apr-20,Free Travel,Metro,194
Mar-21,Concession,Metro,202933
Jul-21,Adult,Metro,179849
Aug-21,Sgl Trip Rail Child/Youth,Metro,507
Sep-21,Adult,Metro,136617
Jan-22,Child/Youth,Metro,72529
