Year_Month,Card Type,Travel_Mode,Trip
Jan-21,Employee,Bus,48782
Sep-18,Senior/Pensioner,Bus,4000218
Feb-19,Senior/Pensioner,Bus,4130053
Jan-20,Adult Single Bus Trip 2,Bus,25989
Mar-18,Day Pass without SAF,Bus,45
Nov-20,Child/Youth,Bus,704689
Jul-21,Senior/Pensioner,Bus,1261330
Dec-18,School Student,Bus,1248913
Nov-17,Adult Single Bus Trip 2,Bus,86713
Apr-24,Day Pass Child/Youth w/o SAF,Bus,53
Nov-22,Adult Single Bus Trip 2,Bus,36
Oct-20,Adult Single Bus Trip 3,Bus,25
Jun-23,Adult Single Bus Trip 2,Bus,36
Dec-16,School Student,Bus,1067910
Jan-17,Adult Single Bus Trip 2,Bus,116130
Dec-18,Concession,Bus,1021477
Dec-21,Adult Single Bus Trip 2,Bus,44
Feb-21,Day Pass without SAF,Bus,667
Aug-20,Adult Single Bus Trip 2,Bus,41
Jul-22,Adult Single Bus Trip 1,Bus,85
Feb-22,Adult Single Bus Trip 2,Bus,28
Jul-20,Child/Youth Single Bus Trip 1,Bus,34
Jun-22,Adult Single Bus Trip 1,Bus,93
Aug-20,Child/Youth Single Bus Trip 1,Bus,9
Apr-22,Day Pass without SAF,Bus,367
Dec-21,Day Pass Child/Youth w/o SAF,Bus,21
Jun-19,Day Pass Child/Youth w/o SAF,Bus,50
May-19,Day Pass Child/Youth w/o SAF,Bus,68
Dec-23,Adult Single Bus Trip 1,Bus,140
Dec-20,Adult Single Bus Trip 3,Bus,6
Nov-22,Adult Single Bus Trip 1,Bus,91
Oct-23,Day Pass Child/Youth w/o SAF,Bus,46
Jan-18,On Demand,Bus,232
Apr-19,On Demand,Bus,9784
Jan-24,On Demand,Bus,"21,799"
Aug-19,CTP,Bus,45975
Dec-20,School Student,Bus,780929
Jun-17,Adult Single Bus Trip 2,Bus,90172
Aug-16,Adult Single Bus Trip 2,Bus,149890
Aug-20,Concession,Bus,622654
May-18,Adult Single Bus Trip 1,Bus,138667
Sep-19,Adult Single Bus Trip 3,Bus,8661
Sep-21,School Student,Bus,21891
Jan-21,School Student,Bus,81935
Oct-20,Child/Youth Single Bus Trip 3,Bus,7
Nov-20,Child/Youth Single Bus Trip 1,Bus,4
Apr-24,Child/Youth Single Bus Trip 3,Bus,1
May-21,Child/Youth Single Bus Trip 1,Bus,7
Apr-23,Adult Single Bus Trip 3,Bus,19
Sep-22,On Demand,Bus,21062
Jun-22,Adult Single Bus Trip 3,Bus,8
Feb-22,Adult Single Bus Trip 3,Bus,7
Apr-21,Child/Youth Single Bus Trip 2,Bus,9
Oct-22,Day Pass Child/Youth w/o SAF,Bus,18
May-20,Child/Youth Single Bus Trip 3,Bus,4
Sep-24,Child/Youth Single Bus Trip 2,Bus,6
Jan-18,Other,Bus,24389
Dec-18,On Demand,Bus,6439
Jun-21,Child/Youth Single Bus Trip 3,Bus,2
Dec-23,Child/Youth Single Bus Trip 2,Bus,1
Jun-24,Child/Youth Single Bus Trip 1,Bus,1
Jan-23,Child/Youth Single Bus Trip 3,Bus,2
Nov-19,On Demand,Bus,26304
Feb-24,On Demand,Bus,19553
Jan-20,School Student,Bus,336070
Aug-23,Child/Youth Single Bus Trip 2,Bus,1
Jul-22,Child/Youth Single Bus Trip 3,Bus,1
Apr-21,Child/Youth Single Bus Trip 3,Bus,1
Sep-19,On Demand,Bus,23624
Apr-24,Child/Youth Single Bus Trip 1,Bus,8
May-23,Child/Youth Single Bus Trip 1,Bus,4
Feb-18,Other,Bus,55421
Apr-23,On Demand,Bus,19879
Aug-16,Adult,Ferry,773097
Aug-16,Concession,Ferry,25177
Aug-16,Sgl Trip Ferry Adult,Ferry,39692
Sep-16,School Student,Ferry,1830
Sep-16,Senior/Pensioner,Ferry,165216
Nov-16,School Student,Ferry,2150
Dec-16,Sgl Trip Ferry Adult,Ferry,70707
Dec-16,Employee,Ferry,5970
Jan-17,Sgl Trip Ferry Child/Youth,Ferry,21171
Feb-17,Child/Youth,Ferry,57121
Feb-17,Employee,Ferry,4826
Mar-17,Concession,Ferry,29447
Mar-17,Adult,Ferry,882559
Mar-17,Employee,Ferry,4894
May-17,Adult,Ferry,812318
Jun-17,Concession,Ferry,26673
Jul-17,Concession,Ferry,26169
Sep-17,Employee,Ferry,4735
Oct-17,Employee,Ferry,5098
Oct-17,Concession,Ferry,25454
Nov-17,Employee,Ferry,5435
Dec-17,Sgl Trip Ferry Adult,Ferry,75067
Feb-18,Employee,Ferry,4994
Apr-18,Senior/Pensioner,Ferry,214610
Apr-18,Child/Youth,Ferry,156154
May-18,CTP,Ferry,18440
May-18,Free Travel,Ferry,2178
Jun-18,CTP,Ferry,20957
Aug-18,CTP,Ferry,14406
Sep-18,Concession,Ferry,22900
Oct-18,Adult,Ferry,761780
Nov-18,Free Travel,Ferry,2079
Dec-18,Employee,Ferry,5371
Jan-19,School Student,Ferry,496
Feb-19,Concession,Ferry,23079
Feb-19,Free Travel,Ferry,2254
Apr-19,Child/Youth,Ferry,149389
May-19,Senior/Pensioner,Ferry,201703
Jul-19,Adult,Ferry,790593
Aug-19,Sgl Trip Ferry Adult,Ferry,31988
Aug-19,Concession,Ferry,22873
Sep-19,School Student,Ferry,2959
Oct-19,School Student,Ferry,2381
Oct-19,Sgl Trip Ferry Adult,Ferry,36475
Nov-19,Child/Youth,Ferry,73879
Nov-19,Adult,Ferry,754173
Dec-19,Sgl Trip Ferry Adult,Ferry,47920
Dec-19,Employee,Ferry,5047
Jan-20,Senior/Pensioner,Ferry,208272
Jan-20,Free Travel,Ferry,2192
Jan-20,Concession,Ferry,22170
Feb-20,Employee,Ferry,4206
Mar-20,Adult,Ferry,379294
Mar-20,Sgl Trip Ferry Child/Youth,Ferry,2533
Apr-20,Child/Youth,Ferry,2268
Apr-20,Adult,Ferry,46951
May-20,Concession,Ferry,4289
Jun-20,Free Travel,Ferry,1034
Jul-20,Adult,Ferry,202450
Jul-20,Employee,Ferry,2701
Aug-20,Adult,Ferry,170746
Sep-20,Employee,Ferry,3019
Oct-20,Sgl Trip Ferry Adult,Ferry,5593
Nov-20,Sgl Trip Ferry Adult,Ferry,4573
Dec-20,Adult,Ferry,197131
Dec-20,Senior/Pensioner,Ferry,93970
Dec-20,Sgl Trip Ferry Child/Youth,Ferry,3470
Jan-21,Free Travel,Ferry,1329
Feb-21,Sgl Trip Ferry Child/Youth,Ferry,2201
Apr-21,Sgl Trip Ferry Adult,Ferry,18735
Apr-21,Child/Youth,Ferry,96891
May-21,Senior/Pensioner,Ferry,146719
Jun-21,Child/Youth,Ferry,26586
Jul-21,Free Travel,Ferry,353
Sep-21,Free Travel,Ferry,272
Nov-21,Sgl Trip Ferry Adult,Ferry,4208
Nov-21,Concession,Ferry,8697
Nov-21,Senior/Pensioner,Ferry,98389
Nov-21,Adult,Ferry,149851
Feb-22,Free Travel,Ferry,1061
Mar-22,Senior/Pensioner,Ferry,108081
Mar-22,School Student,Ferry,9308
May-22,Employee,Ferry,4405
Jun-22,CTP,Ferry,406455
Jun-22,School Student,Ferry,8959
Jun-22,Child/Youth,Ferry,81404
Jun-22,Free Travel,Ferry,1857
Aug-22,Adult,Ferry,294302
Aug-22,Employee,Ferry,3470
Aug-22,Free Travel,Ferry,1429
Oct-22,School Student,Ferry,6787
Nov-22,Sgl Trip Ferry Adult,Ferry,31619
Nov-22,Day Pass without SAF,Ferry,21
Dec-22,CTP,Ferry,566889
Jan-23,Adult,Ferry,458697
Jan-23,Free Travel,Ferry,2108
Feb-23,Child/Youth,Ferry,44689
Feb-23,Senior/Pensioner,Ferry,177824
Feb-23,Employee,Ferry,4377
Mar-23,CTP,Ferry,560673
Apr-23,Child/Youth,Ferry,105759
May-23,CTP,Ferry,476029
May-23,Sgl Trip Ferry Child/Youth,Ferry,7432
May-23,Free Travel,Ferry,1826
May-23,School Student,Ferry,10800
Jul-23,CTP,Ferry,507179
Sep-23,Employee,Ferry,4148
Oct-23,Adult,Ferry,442219
Nov-23,Concession,Ferry,16881
Dec-23,Employee,Ferry,4786
Dec-23,Sgl Trip Ferry Child/Youth,Ferry,23980
Jan-24,Child/Youth,Ferry,178737
Jan-24,Free Travel,Ferry,2034
Jan-24,Concession,Ferry,19725
Feb-24,Employee,Ferry,4210
Apr-24,Sgl Trip Ferry Child/Youth,Ferry,19702
Apr-24,Adult,Ferry,416526
May-24,Concession,Ferry,20930
May-24,CTP,Ferry,628748
Jun-24,Child/Youth,Ferry,67165
Jun-24,Senior/Pensioner,Ferry,164462
Jul-24,Day Pass without SAF,Ferry,25
Jun-17,Sgl Trip Ferry Child/Youth,Ferry,10431
Feb-18,CTP,Ferry,2069
Apr-18,Adult,Ferry,982513
Jun-18,School Student,Ferry,4600
Oct-18,Free Travel,Ferry,1976
Aug-19,School Student,Ferry,3467
Nov-19,Free Travel,Ferry,2126
Jul-20,Senior/Pensioner,Ferry,80353
Jul-21,School Student,Ferry,703
Sep-21,Concession,Ferry,1114
Oct-21,Sgl Trip Ferry Child/Youth,Ferry,2099
Mar-22,CTP,Ferry,236344
May-22,Day Pass without SAF,Ferry,22
Jul-22,Senior/Pensioner,Ferry,104607
Sep-22,Sgl Trip Ferry Child/Youth,Ferry,15116
Oct-22,Sgl Trip Ferry Adult,Ferry,27587
Jun-23,School Student,Ferry,9444
Oct-16,Employee,Ferry,5435
Mar-17,School Student,Ferry,2069
Nov-17,Sgl Trip Ferry Adult,Ferry,63149
Feb-18,Senior/Pensioner,Ferry,184482
Feb-22,Concession,Ferry,12268
Mar-22,Concession,Ferry,15266
May-24,Day Pass Child/Youth w/o SAF,Ferry,102
Nov-16,Employee,Ferry,5914
Sep-19,Day Pass Child/Youth w/o SAF,Ferry,273
Jun-21,School Student,Ferry,6187
Aug-19,Day Pass Child/Youth w/o SAF,Ferry,349
Oct-17,Day Pass without SAF,Ferry,1
Aug-22,Day Pass without SAF,Ferry,7
Jan-23,School Student,Ferry,592
Dec-20,Day Pass without SAF,Ferry,15
Oct-22,Day Pass Child/Youth w/o SAF,Ferry,45
Sep-17,Day Pass without SAF,Ferry,1
Jan-22,Day Pass Child/Youth w/o SAF,Ferry,2
Jul-16,Adult,Light rail,595732
Aug-16,Senior/Pensioner,Light rail,134404
Aug-16,Sgl Trip LR Child/Youth,Light rail,500
Jan-17,Sgl Trip LR Adult,Light rail,1986
Feb-17,School Student,Light rail,6101
Feb-17,Senior/Pensioner,Light rail,124005
Feb-17,Sgl Trip LR Child/Youth,Light rail,428
Mar-17,Free Travel,Light rail,906
Mar-17,Sgl Trip LR Adult,Light rail,2833
Mar-17,Senior/Pensioner,Light rail,151966
Apr-17,Sgl Trip LR Adult,Light rail,2666
May-17,School Student,Light rail,6885
May-17,Adult,Light rail,614636
Jul-17,Sgl Trip LR Child/Youth,Light rail,1486
Sep-17,Free Travel,Light rail,789
Oct-17,School Student,Light rail,4544
Nov-17,Sgl Trip LR Child/Youth,Light rail,791
Dec-17,Free Travel,Light rail,852
Dec-17,Child/Youth,Light rail,49043
Dec-17,Sgl Trip LR Child/Youth,Light rail,1399
Jan-18,Free Travel,Light rail,194
Jan-18,Sgl Trip LR Child/Youth,Light rail,447
Feb-18,Child/Youth,Light rail,35485
Feb-18,Sgl Trip LR Adult,Light rail,4590
Mar-18,School Student,Light rail,5884
May-18,Child/Youth,Light rail,34958
Jun-18,Adult,Light rail,617941
Jun-18,Sgl Trip LR Adult,Light rail,3644
Jun-18,CTP,Light rail,7660
Jul-18,Adult,Light rail,623308
Jul-18,Sgl Trip LR Adult,Light rail,3170
Jul-18,Employee,Light rail,21
Sep-18,School Student,Light rail,7017
Sep-18,Sgl Trip LR Adult,Light rail,3362
Nov-18,Adult,Light rail,625784
Nov-18,Free Travel,Light rail,888
Dec-18,Child/Youth,Light rail,45017
Jan-19,Employee,Light rail,896
Mar-19,CTP,Light rail,32869
Mar-19,Free Travel,Light rail,1409
Mar-19,Day Pass without SAF,Light rail,15
Apr-19,Sgl Trip LR Child/Youth,Light rail,1620
May-19,CTP,Light rail,34183
May-19,Adult,Light rail,625322
Jun-19,Adult,Light rail,640884
Jun-19,School Student,Light rail,8583
Sep-19,Day Pass without SAF,Light rail,32
Oct-19,CTP,Light rail,82384
Oct-19,Child/Youth,Light rail,56750
Nov-19,School Student,Light rail,9377
Dec-19,School Student,Light rail,7486
Jan-20,Adult,Light rail,1287340
Jan-20,Free Travel,Light rail,2769
Mar-20,Child/Youth,Light rail,36004
Mar-20,Senior/Pensioner,Light rail,164755
Mar-20,Sgl Trip LR Child/Youth,Light rail,547
Jun-20,Employee,Light rail,1743
Jun-20,Child/Youth,Light rail,25510
Jun-20,Senior/Pensioner,Light rail,118312
Jul-20,Child/Youth,Light rail,57156
Jul-20,Adult,Light rail,521409
Aug-20,School Student,Light rail,39183
Aug-20,Adult,Light rail,513778
Sep-20,Child/Youth,Light rail,36925
Sep-20,Free Travel,Light rail,1379
Sep-20,School Student,Light rail,39608
Sep-20,CTP,Light rail,214718
Oct-20,Concession,Light rail,85187
Oct-20,Free Travel,Light rail,1541
Oct-20,Day Pass without SAF,Light rail,30
Dec-20,School Student,Light rail,20519
Jan-21,Concession,Light rail,64830
Feb-21,School Student,Light rail,52130
Feb-21,Adult,Light rail,759987
Mar-21,Child/Youth,Light rail,52309
Mar-21,Adult,Light rail,801365
Apr-21,Adult,Light rail,934599
Apr-21,Free Travel,Light rail,2956
Jun-21,Senior/Pensioner,Light rail,238740
Aug-21,Employee,Light rail,1411
Sep-21,Employee,Light rail,1728
Sep-21,Senior/Pensioner,Light rail,53835
Sep-21,Concession,Light rail,11478
Oct-21,Concession,Light rail,43886
Oct-21,Child/Youth,Light rail,25393
Oct-21,Day Pass without SAF,Light rail,29
Nov-21,CTP,Light rail,318933
Nov-21,Adult,Light rail,436404
Nov-21,Sgl Trip LR Child/Youth,Light rail,293
Dec-21,Child/Youth,Light rail,54227
Dec-21,School Student,Light rail,14805
Jan-22,Free Travel,Light rail,1471
Feb-22,Sgl Trip LR Adult,Light rail,991
Feb-22,Sgl Trip LR Child/Youth,Light rail,415
Feb-22,Day Pass without SAF,Light rail,15
Mar-22,Child/Youth,Light rail,56517
Mar-22,Sgl Trip LR Adult,Light rail,1576
Mar-22,Sgl Trip LR Child/Youth,Light rail,671
Apr-22,Concession,Light rail,174463
Apr-22,Sgl Trip LR Child/Youth,Light rail,896
May-22,Day Pass without SAF,Light rail,25
Jun-22,Sgl Trip LR Child/Youth,Light rail,1753
Jun-22,School Student,Light rail,30928
Jul-22,Adult,Light rail,941788
Aug-22,Concession,Light rail,172408
Sep-22,School Student,Light rail,26405
Sep-22,Sgl Trip LR Adult,Light rail,3426
Sep-22,Free Travel,Light rail,2657
Oct-22,Day Pass without SAF,Light rail,40
Dec-22,Free Travel,Light rail,2934
Dec-22,Concession,Light rail,102961
Jan-23,Adult,Light rail,1110981
Jan-23,Day Pass without SAF,Light rail,40
Mar-23,Free Travel,Light rail,3118
Mar-23,Day Pass without SAF,Light rail,32
May-23,CTP,Light rail,1168270
May-23,Day Pass Child/Youth w/o SAF,Light rail,41
Jun-23,School Student,Light rail,36701
Jul-23,Senior/Pensioner,Light rail,343471
Aug-23,Concession,Light rail,218189
Sep-23,CTP,Light rail,1359296
Sep-23,Concession,Light rail,271630
Sep-23,Sgl Trip LR Child/Youth,Light rail,2130
Oct-23,School Student,Light rail,26385
Oct-23,Free Travel,Light rail,2962
Oct-23,Day Pass without SAF,Light rail,68
Oct-23,Day Pass Child/Youth w/o SAF,Light rail,1
Nov-23,Adult,Light rail,1303119
Dec-23,Concession,Light rail,113096
Jan-24,Senior/Pensioner,Light rail,401388
Feb-24,Employee,Light rail,9060
Apr-24,Employee,Light rail,9612
Apr-24,Sgl Trip LR Child/Youth,Light rail,2366
Apr-24,School Student,Light rail,22128
May-24,Concession,Light rail,242353
May-24,Child/Youth,Light rail,68525
Jun-24,Senior/Pensioner,Light rail,357716
Jun-24,Sgl Trip LR Adult,Light rail,3071
Sep-18,Sgl Trip LR Child/Youth,Light rail,594
Jun-22,Sgl Trip LR Adult,Light rail,2940
Nov-23,Day Pass Child/Youth w/o SAF,Light rail,6
Oct-18,Day Pass without SAF,Light rail,2
Jun-18,Employee,Light rail,1
Jun-17,Employee,Light rail,1
Nov-18,Day Pass without SAF,Light rail,2
Aug-16,Concession,Train,2656456
Sep-16,Sgl Trip Rail Adult,Train,311066
Sep-16,Adult,Train,23062165
Nov-16,Adult,Train,23867512
Jan-17,Free Travel,Train,26745
Jan-17,Sgl Trip Rail Adult,Train,299852
Apr-17,Child/Youth,Train,1333722
Apr-17,Free Travel,Train,29582
May-17,Concession,Train,2727746
May-17,Free Travel,Train,35442
May-17,Sgl Trip Rail Child/Youth,Train,50537
Jun-17,Adult,Train,24096554
Jul-17,Concession,Train,1719629
Jul-17,Child/Youth,Train,1407616
Aug-17,Child/Youth,Train,983919
Aug-17,Sgl Trip Rail Adult,Train,329921
Sep-17,Sgl Trip Rail Child/Youth,Train,74585
Sep-17,Employee,Train,284062
Oct-17,Employee,Train,285686
Oct-17,Sgl Trip Rail Child/Youth,Train,71176
Nov-17,School Student,Train,1065221
Nov-17,Child/Youth,Train,1062144
Nov-17,Employee,Train,300528
Feb-18,Senior/Pensioner,Train,2656033
Apr-18,Employee,Train,262786
Apr-18,Sgl Trip Rail Child/Youth,Train,80284
Apr-18,Adult,Train,23988605
Apr-18,Sgl Trip Rail Adult,Train,303161
Apr-18,Day Pass without SAF,Train,102
May-18,Day Pass without SAF,Train,190
Jun-18,Senior/Pensioner,Train,2811670
Jun-18,Sgl Trip Rail Child/Youth,Train,64108
Jun-18,Free Travel,Train,29136
Aug-18,Adult,Train,27068989
Aug-18,Sgl Trip Rail Child/Youth,Train,53424
Sep-18,Senior/Pensioner,Train,2853772
Sep-18,Employee,Train,283396
Sep-18,Adult,Train,25212167
Oct-18,Child/Youth,Train,1220318
Dec-18,Adult,Train,23050018
Dec-18,Sgl Trip Rail Child/Youth,Train,71697
Feb-19,Sgl Trip Rail Child/Youth,Train,39201
Mar-19,Sgl Trip Rail Adult,Train,268079
Apr-19,Child/Youth,Train,1331399
May-19,CTP,Train,893575
Aug-19,Child/Youth,Train,948560
Sep-19,Day Pass without SAF,Train,835
Oct-19,Adult,Train,24651070
Nov-19,Free Travel,Train,35204
Dec-19,School Student,Train,539145
Jan-20,Sgl Trip Rail Adult,Train,176497
Feb-20,Senior/Pensioner,Train,2533490
Feb-20,Day Pass without SAF,Train,1062
Apr-20,Sgl Trip Rail Adult,Train,13577
Apr-20,Sgl Trip Rail Child/Youth,Train,7177
Jun-20,Sgl Trip Rail Child/Youth,Train,20187
Sep-20,School Student,Train,846898
Oct-20,Sgl Trip Rail Child/Youth,Train,28525
Nov-20,Adult,Train,9919415
Dec-20,Child/Youth,Train,635972
Dec-20,Sgl Trip Rail Adult,Train,51766
Jan-21,Concession,Train,628940
Jan-21,Day Pass without SAF,Train,721
Mar-21,School Student,Train,1190300
Apr-21,Senior/Pensioner,Train,2218946
Apr-21,Sgl Trip Rail Adult,Train,83270
May-21,Employee,Train,243732
Sep-21,Free Travel,Train,4688
Oct-21,Child/Youth,Train,268070
Nov-21,Senior/Pensioner,Train,1631839
Nov-21,Child/Youth,Train,385203
Dec-21,Employee,Train,176929
Dec-21,Free Travel,Train,15046
Jan-22,Employee,Train,139527
Feb-22,Sgl Trip Rail Adult,Train,44855
Feb-22,Day Pass without SAF,Train,497
Mar-22,Employee,Train,189739
Mar-22,Day Pass without SAF,Train,529
Apr-22,Day Pass without SAF,Train,477
May-22,Concession,Train,1075324
Jun-22,Adult,Train,9599430
Jun-22,Child/Youth,Train,658677
Jul-22,Employee,Train,142520
Jul-22,Senior/Pensioner,Train,1673035
Jul-22,CTP,Train,5029629
Jul-22,Day Pass without SAF,Train,558
Sep-22,CTP,Train,5584493
Nov-22,Sgl Trip Rail Child/Youth,Train,25125
Nov-22,Free Travel,Train,16005
Nov-22,CTP,Train,5503863
Nov-22,Senior/Pensioner,Train,1762103
Mar-23,Employee,Train,226388
Mar-23,School Student,Train,1167751
Mar-23,Free Travel,Train,23917
Apr-23,Concession,Train,1054815
Apr-23,Sgl Trip Rail Adult,Train,93819
May-23,Concession,Train,1282805
May-23,Sgl Trip Rail Child/Youth,Train,38794
Aug-23,School Student,Train,1166240
Aug-23,CTP,Train,9038757
Aug-23,Senior/Pensioner,Train,2435494
Sep-23,Sgl Trip Rail Child/Youth,Train,52145
Oct-23,School Student,Train,798096
Oct-23,Adult,Train,11463667
Nov-23,Child/Youth,Train,591971
Dec-23,Adult,Train,10198973
Dec-23,Sgl Trip Rail Child/Youth,Train,70483
Dec-23,Day Pass without SAF,Train,972
Jan-24,CTP,Train,8328524
Feb-24,School Student,Train,1086356
Feb-24,Day Pass without SAF,Train,1060
Apr-24,Senior/Pensioner,Train,2291788
May-24,School Student,Train,1197747
May-24,Day Pass Child/Youth w/o SAF,Train,108
Jun-24,Employee,Train,236705
Jun-24,Day Pass Child/Youth w/o SAF,Train,221
Jul-16,Sgl Trip Rail Adult,Train,75274
Dec-16,Sgl Trip Rail Adult,Train,362922
Dec-17,Sgl Trip Rail Adult,Train,396404
Mar-19,Adult,Train,26870901
May-19,Day Pass Child/Youth w/o SAF,Train,38
Dec-19,Child/Youth,Train,1248962
Jan-21,Employee,Train,205188
Jun-21,CTP,Train,3730766
Feb-22,Day Pass Child/Youth w/o SAF,Train,2
Apr-23,Day Pass Child/Youth w/o SAF,Train,17
Oct-20,Day Pass without SAF,Train,523
Oct-22,Day Pass Child/Youth w/o SAF,Train,72
Sep-21,Day Pass without SAF,Train,393
Mar-19,Day Pass Child/Youth w/o SAF,Train,54
Apr-21,Day Pass Child/Youth w/o SAF,Train,8
Jan-21,Day Pass Child/Youth w/o SAF,Train,1
Apr-21,School Student,Train,534720
Aug-23,Day Pass Child/Youth w/o SAF,Train,53
Jul-19,Day Pass Child/Youth w/o SAF,Train,27
Dec-19,CTP,Train,3082829
Aug-21,Sgl Trip Rail Child/Youth,Train,4843
Jun-22,Senior/Pensioner,Train,2065840
Jun-22,School Student,Train,928372
Feb-24,Day Pass Child/Youth w/o SAF,Train,14
Jan-18,Day Pass without SAF,Train,1
Apr-22,Day Pass Child/Youth w/o SAF,Train,2
Jun-19,Senior/Pensioner,Metro,143843
Jun-19,CTP,Metro,34882
Nov-19,Child/Youth,Metro,92154
Dec-19,Free Travel,Metro,1910
Dec-19,School Student,Metro,51793
Apr-20,CTP,Metro,36251
Jun-20,School Student,Metro,80422
Jul-20,Senior/Pensioner,Metro,58530
Sep-20,Sgl Trip Rail Child/Youth,Metro,2653
Feb-21,Sgl Trip Rail Adult,Metro,2486
Feb-22,Senior/Pensioner,Metro,62320
May-22,Free Travel,Metro,1291
Oct-22,Free Travel,Metro,1069
Nov-22,Sgl Trip Rail Child/Youth,Metro,3742
Dec-22,School Student,Metro,65619
Apr-23,CTP,Metro,488164
Aug-23,Employee,Metro,10206
Dec-23,Senior/Pensioner,Metro,133112
Jan-24,Child/Youth,Metro,153636
Feb-24,Free Travel,Metro,1430
Feb-24,Sgl Trip Rail Child/Youth,Metro,3669
Jul-19,Day Pass Child/Youth w/o SAF,Metro,1
Oct-19,School Student,Metro,58308.79011
Jun-20,Employee,Metro,5725
Jun-20,CTP,Metro,112387
Jul-20,School Student,Metro,48768
Dec-20,Sgl Trip Rail Child/Youth,Metro,4100
Jan-21,Senior/Pensioner,Metro,62489
Apr-21,Adult,Metro,724933
May-21,Free Travel,Metro,1426
Mar-22,Employee,Metro,7699
Apr-22,Senior/Pensioner,Metro,96771
Apr-22,CTP,Metro,316827
May-22,Sgl Trip Rail Child/Youth,Metro,4230
Apr-23,Sgl Trip Rail Adult,Metro,4655
Jul-23,Employee,Metro,9371
Sep-23,Adult,Metro,840910
Sep-23,Sgl Trip Rail Adult,Metro,4262
Oct-23,Child/Youth,Metro,110704
Dec-23,Child/Youth,Metro,118165
Aug-19,Sgl Trip Rail Child/Youth,Metro,3949.219067
Sep-19,CTP,Metro,78623
Mar-20,Concession,Metro,169730
Apr-20,Employee,Metro,3234
May-20,School Student,Metro,28670
May-21,Senior/Pensioner,Metro,114252
Jul-21,Free Travel,Metro,191
Dec-21,Sgl Trip Rail Child/Youth,Metro,4165
Apr-22,Child/Youth,Metro,126592
Jul-22,CTP,Metro,341982
Sep-22,School Student,Metro,103633
Sep-22,Adult,Metro,660673
Jan-23,CTP,Metro,415504
Mar-23,Concession,Metro,236763
May-23,Employee,Metro,10185
Jun-23,Child/Youth,Metro,97142
Mar-24,CTP,Metro,579769
Apr-24,Free Travel,Metro,1442
May-24,Sgl Trip Rail Adult,Metro,3609
May-19,Concession,Metro,19058
Feb-21,Child/Youth,Metro,77584
Mar-21,School Student,Metro,122144
May-21,Sgl Trip Rail Adult,Metro,3415
Oct-21,Concession,Metro,44037
Nov-21,Sgl Trip Rail Child/Youth,Metro,2666
Feb-22,Child/Youth,Metro,69520
May-22,Employee,Metro,9020
Feb-23,Senior/Pensioner,Metro,119054
Mar-23,School Student,Metro,173163
Mar-21,Sgl Trip Rail Adult,Metro,2989
Jun-21,CTP,Metro,246817
Dec-19,Senior/Pensioner,Metro,140387
Sep-20,Employee,Metro,6245
Sep-23,CTP,Metro,604732
Jun-24,Adult,Metro,762888
Apr-21,School Student,Metro,56909
Nov-21,Day Pass without SAF,Metro,5
Jan-20,Day Pass Child/Youth w/o SAF,Metro,2
May-22,Concession,Bus,756242
May-22,School Student,Bus,1453409
Mar-20,Child/Youth Single Bus Trip 1,Bus,6788
Oct-19,Employee,Bus,96225
Apr-19,School Student,Bus,1735455
Nov-18,Adult Single Bus Trip 2,Bus,66378
Aug-18,Employee,Bus,84601
Jan-18,Adult Single Bus Trip 2,Bus,80665
Jan-18,Senior/Pensioner,Bus,3857789
Nov-17,Senior/Pensioner,Bus,4269152
Jul-17,Free Travel,Bus,36248
Feb-17,Child/Youth Single Bus Trip 3,Bus,7942
Jan-17,Adult Single Bus Trip 3,Bus,46161
Nov-16,Senior/Pensioner,Bus,4316765
Jan-24,Free Travel,Bus,"27,006"
Oct-23,Child/Youth,Bus,750832
Jun-21,Senior/Pensioner,Bus,2817884
Apr-19,Senior/Pensioner,Bus,4113032
May-17,Adult Single Bus Trip 3,Bus,39400
Feb-24,Concession,Bus,845380
Jul-22,Senior/Pensioner,Bus,2590620
Sep-21,Day Pass without SAF,Bus,424
Jul-21,Concession,Bus,179630
May-20,School Student,Bus,727918
Sep-19,Day Pass without SAF,Bus,965
May-17,Child/Youth,Bus,1122661
Jun-23,Adult,Bus,6737620
Aug-22,Adult,Bus,6018740
Nov-21,Senior/Pensioner,Bus,2587962
Jul-21,CTP,Bus,1083341
Apr-21,Free Travel,Bus,28799
Jun-20,CTP,Bus,1664174
Feb-19,Child/Youth Single Bus Trip 2,Bus,15276
Aug-18,Concession,Bus,2255143
Feb-18,Senior/Pensioner,Bus,3956457
Apr-17,Child/Youth Single Bus Trip 3,Bus,12903
Aug-21,Adult,Bus,1945211
May-21,Employee,Bus,63334
Jun-20,Free Travel,Bus,21672
May-20,Adult,Bus,4107310
Jan-20,Adult Single Bus Trip 1,Bus,49458
Jan-20,Concession,Bus,910944
Sep-19,Adult,Bus,15217496
Aug-19,Employee,Bus,94889
Dec-17,Adult Single Bus Trip 3,Bus,33611
Sep-17,Adult Single Bus Trip 3,Bus,32005
May-17,Child/Youth Single Bus Trip 1,Bus,40946
Mar-17,Child/Youth,Bus,1229286
Feb-17,Child/Youth Single Bus Trip 1,Bus,39460
May-21,CTP,Bus,3319276
Jun-20,Senior/Pensioner,Bus,2385697
Jan-18,Concession,Bus,1022052
May-23,School Student,Bus,1732938
Oct-20,Child/Youth,Bus,838452
