MonthYear,Station,Station_Type ,Entry_Exit,Trip
Aug-24,Waratah  Station,train,Entry,4206
Aug-24,Waratah  Station,train,Exit,3964
Aug-24,Warnervale  Station,train,Entry,5815
Aug-24,Warnervale  Station,train,Exit,5139
Aug-24,Warrawee  Station,train,Entry,23676
Aug-24,Warrawee  Station,train,Exit,20964
Aug-24,Warrimoo  Station,train,Entry,2587
Aug-24,Warrimoo  Station,train,Exit,2444
Aug-24,Warwick Farm  Station,train,Entry,61193
Aug-24,Warwick Farm  Station,train,Exit,55673
Aug-24,Waterfall  Station,train,Entry,9680
Aug-24,Waterfall  Station,train,Exit,9940
Aug-24,Waterloo  Station,metro,Entry,61967
Aug-24,Waterloo  Station,metro,Exit,61314
Aug-24,Waverton  Station,train,Entry,48785
Aug-24,Waverton  Station,train,Exit,43201
Aug-24,Wentworth Falls  Station,train,Entry,8084
Aug-24,Wentworth Falls  Station,train,Exit,7766
Aug-24,Wentworthville  Station,train,Entry,95993
Aug-24,Wentworthville  Station,train,Exit,91427
Aug-24,Werrington  Station,train,Entry,30793
Aug-24,Werrington  Station,train,Exit,27396
Aug-24,West Ryde  Station,train,Entry,115290
Aug-24,West Ryde  Station,train,Exit,114483
Aug-24,Westmead  Station,train,Entry,175071
Aug-24,Westmead  Station,train,Exit,162274
Aug-24,Wiley Park  Station,train,Entry,40176
Aug-24,Wiley Park  Station,train,Exit,34404
Aug-24,Windsor  Station,train,Entry,17504
Aug-24,Windsor  Station,train,Exit,17183
Aug-24,Wingello  Station,train,Entry,61
Aug-24,Wingello  Station,train,Exit,Less than 50
Aug-24,Wirragulla  Station,train,Entry,Less than 50
Aug-24,Wirragulla  Station,train,Exit,Less than 50
Aug-24,Wolli Creek  Station,train,Entry,234592
Aug-24,Wolli Creek  Station,train,Exit,234040
Aug-24,Wollongong  Station,train,Entry,45838
Aug-24,Wollongong  Station,train,Exit,45238
Aug-24,Wollstonecraft  Station,train,Entry,55571
Aug-24,Wollstonecraft  Station,train,Exit,50552
Aug-24,Wombarra  Station,train,Entry,741
Aug-24,Wombarra  Station,train,Exit,611
Aug-24,Wondabyne  Station,train,Entry,320
Aug-24,Wondabyne  Station,train,Exit,396
Aug-24,Woodford  Station,train,Entry,1661
Aug-24,Woodford  Station,train,Exit,1649
Aug-24,Woolooware  Station,train,Entry,28327
Aug-24,Woolooware  Station,train,Exit,26910
Aug-24,Woonona  Station,train,Entry,2938
Aug-24,Woonona  Station,train,Exit,2449
Aug-24,Woy Woy  Station,train,Entry,78287
Aug-24,Woy Woy  Station,train,Exit,78866
Aug-24,Wyee  Station,train,Entry,5964
Aug-24,Wyee  Station,train,Exit,5295
Aug-24,Wynyard  Station,train,Entry,1393947
Aug-24,Wynyard  Station,train,Exit,1483210
Aug-24,Wyong  Station,train,Entry,29892
Aug-24,Wyong  Station,train,Exit,27859
Aug-24,Yagoona  Station,train,Entry,35266
Aug-24,Yagoona  Station,train,Exit,31347
Aug-24,Yennora  Station,train,Entry,27681
Aug-24,Yennora  Station,train,Exit,28288
Aug-24,Yerrinbool  Station,train,Entry,417
Aug-24,Yerrinbool  Station,train,Exit,357
Aug-24,Zig Zag  Station,train,Entry,Less than 50
Aug-24,Zig Zag  Station,train,Exit,Less than 50
Sep-24,Aberdeen  Station,train,Entry,Less than 50
Sep-24,Aberdeen  Station,train,Exit,Less than 50
Sep-24,Adamstown  Station,train,Entry,2398
Sep-24,Adamstown  Station,train,Exit,2257
Sep-24,Albion Park  Station,train,Entry,5878
Sep-24,Albion Park  Station,train,Exit,5228
Sep-24,Allawah  Station,train,Entry,60489
Sep-24,Allawah  Station,train,Exit,53869
Sep-24,Arncliffe  Station,train,Entry,55728
Sep-24,Arncliffe  Station,train,Exit,51131
Sep-24,Artarmon  Station,train,Entry,91140
Sep-24,Artarmon  Station,train,Exit,85949
Sep-24,Ashfield  Station,train,Entry,243264
Sep-24,Ashfield  Station,train,Exit,242552
Sep-24,Asquith  Station,train,Entry,28942
Sep-24,Asquith  Station,train,Exit,23998
Sep-24,Auburn  Station,train,Entry,364128
Sep-24,Auburn  Station,train,Exit,345392
Sep-24,Austinmer  Station,train,Entry,2426
Sep-24,Austinmer  Station,train,Exit,1939
Sep-24,Awaba  Station,train,Entry,398
Sep-24,Awaba  Station,train,Exit,361
Sep-24,Banksia  Station,train,Entry,34032
Sep-24,Banksia  Station,train,Exit,31673
Sep-24,Bankstown  Station,train,Entry,205976
Sep-24,Bankstown  Station,train,Exit,210031
Sep-24,Barangaroo  Station,metro,Entry,194130
Sep-24,Barangaroo  Station,metro,Exit,225278
Sep-24,Bardwell Park  Station,train,Entry,23792
Sep-24,Bardwell Park  Station,train,Exit,21884
Sep-24,Bargo  Station,train,Entry,1031
Sep-24,Bargo  Station,train,Exit,923
Sep-24,Bathurst  Station,train,Entry,2374
Sep-24,Bathurst  Station,train,Exit,1673
Sep-24,Beecroft  Station,train,Entry,30973
Sep-24,Beecroft  Station,train,Exit,29137
Sep-24,Bell  Station,train,Entry,52
Sep-24,Bell  Station,train,Exit,51
Sep-24,Bella Vista  Station,metro,Entry,77525
Sep-24,Bella Vista  Station,metro,Exit,75679
Sep-24,Bellambi  Station,train,Entry,2306
Sep-24,Bellambi  Station,train,Exit,2005
Sep-24,Belmore  Station,train,Entry,49368
Sep-24,Belmore  Station,train,Exit,44595
Sep-24,Berala  Station,train,Entry,41390
Sep-24,Berala  Station,train,Exit,40263
Sep-24,Beresfield  Station,train,Entry,3587
Sep-24,Beresfield  Station,train,Exit,3296
Sep-24,Berowra  Station,train,Entry,25440
Sep-24,Berowra  Station,train,Exit,23424
Sep-24,Berry  Station,train,Entry,1402
Sep-24,Berry  Station,train,Exit,1301
Sep-24,Beverly Hills  Station,train,Entry,40519
Sep-24,Beverly Hills  Station,train,Exit,36492
Sep-24,Bexley North  Station,train,Entry,27878
Sep-24,Bexley North  Station,train,Exit,25566
Sep-24,Birrong  Station,train,Entry,20142
Sep-24,Birrong  Station,train,Exit,19335
Sep-24,Blackheath  Station,train,Entry,4731
Sep-24,Blackheath  Station,train,Exit,4397
Sep-24,Blacktown  Station,train,Entry,362063
Sep-24,Blacktown  Station,train,Exit,374346
Sep-24,Blaxland  Station,train,Entry,10036
Sep-24,Blaxland  Station,train,Exit,9091
Sep-24,Bomaderry  Station,train,Entry,6385
Sep-24,Bomaderry  Station,train,Exit,5341
Sep-24,Bombo  Station,train,Entry,583
Sep-24,Bombo  Station,train,Exit,482
Sep-24,Bondi Junction  Station,train,Entry,531682
Sep-24,Bondi Junction  Station,train,Exit,538840
Sep-24,Booragul  Station,train,Entry,672
Sep-24,Booragul  Station,train,Exit,645
Sep-24,Bowral  Station,train,Entry,7801
Sep-24,Bowral  Station,train,Exit,7660
Sep-24,Branxton  Station,train,Entry,185
Sep-24,Branxton  Station,train,Exit,107
Sep-24,Broadmeadow  Station,train,Entry,20013
Sep-24,Broadmeadow  Station,train,Exit,18092
Sep-24,Bullaburra  Station,train,Entry,1176
Sep-24,Bullaburra  Station,train,Exit,1153
Sep-24,Bulli  Station,train,Entry,3276
Sep-24,Bulli  Station,train,Exit,2946
Sep-24,Bundanoon  Station,train,Entry,355
Sep-24,Bundanoon  Station,train,Exit,219
Sep-24,Burradoo  Station,train,Entry,234
Sep-24,Burradoo  Station,train,Exit,260
Sep-24,Burwood  Station,train,Entry,466010
Sep-24,Burwood  Station,train,Exit,476107
Sep-24,Cabramatta  Station,train,Entry,195599
Sep-24,Cabramatta  Station,train,Exit,193527
Sep-24,Camellia  Station,train,Entry,3943
Sep-24,Camellia  Station,train,Exit,2676
Sep-24,Campbelltown  Station,train,Entry,125962
Sep-24,Campbelltown  Station,train,Exit,125062
Sep-24,Campsie  Station,train,Entry,157706
Sep-24,Campsie  Station,train,Exit,155930
Sep-24,Canley Vale  Station,train,Entry,57343
Sep-24,Canley Vale  Station,train,Exit,52759
Sep-24,Canterbury  Station,train,Entry,50883
Sep-24,Canterbury  Station,train,Exit,45552
Sep-24,Cardiff  Station,train,Entry,19799
Sep-24,Cardiff  Station,train,Exit,17870
Sep-24,Caringbah  Station,train,Entry,57037
Sep-24,Caringbah  Station,train,Exit,53905
Sep-24,Carlingford  Station,train,Entry,3045
Sep-24,Carlingford  Station,train,Exit,2336
Sep-24,Carlton  Station,train,Entry,62204
Sep-24,Carlton  Station,train,Exit,57695
Sep-24,Carramar  Station,train,Entry,13360
Sep-24,Carramar  Station,train,Exit,11503
Sep-24,Castle Hill  Station,metro,Entry,167817
Sep-24,Castle Hill  Station,metro,Exit,175218
Sep-24,Casula  Station,train,Entry,8931
Sep-24,Casula  Station,train,Exit,7575
Sep-24,Central  Station,Metro Shared,Entry,2058649
Sep-24,Central  Station,Metro Shared,Exit,2110052
Sep-24,Chatswood  Station,Metro Shared,Entry,745704
Sep-24,Chatswood  Station,Metro Shared,Exit,771563
Sep-24,Cheltenham  Station,train,Entry,22010
Sep-24,Cheltenham  Station,train,Exit,18062
Sep-24,Cherrybrook  Station,metro,Entry,111365
Sep-24,Cherrybrook  Station,metro,Exit,104529
Sep-24,Chester Hill  Station,train,Entry,23784
Sep-24,Chester Hill  Station,train,Exit,22368
Sep-24,Circular Quay  Station,train,Entry,546474
Sep-24,Circular Quay  Station,train,Exit,547861
Sep-24,Clarendon  Station,train,Entry,1887
Sep-24,Clarendon  Station,train,Exit,1865
Sep-24,Clyde  Station,train,Entry,22619
Sep-24,Clyde  Station,train,Exit,21264
Sep-24,Coalcliff  Station,train,Entry,337
Sep-24,Coalcliff  Station,train,Exit,418
Sep-24,Cockle Creek  Station,train,Entry,1196
Sep-24,Cockle Creek  Station,train,Exit,1218
Sep-24,Coledale  Station,train,Entry,894
Sep-24,Coledale  Station,train,Exit,764
Sep-24,Como  Station,train,Entry,14036
Sep-24,Como  Station,train,Exit,12142
Sep-24,Concord West  Station,train,Entry,44005
Sep-24,Concord West  Station,train,Exit,41256
Sep-24,Coniston  Station,train,Entry,5296
Sep-24,Coniston  Station,train,Exit,4890
Sep-24,Corrimal  Station,train,Entry,3265
Sep-24,Corrimal  Station,train,Exit,2813
Sep-24,Cowan  Station,train,Entry,1166
Sep-24,Cowan  Station,train,Exit,1352
Sep-24,Cringila  Station,train,Entry,318
Sep-24,Cringila  Station,train,Exit,322
Sep-24,Cronulla  Station,train,Entry,55591
Sep-24,Cronulla  Station,train,Exit,54840
Sep-24,Crows Nest  Station,metro,Entry,246655
Sep-24,Crows Nest  Station,metro,Exit,254413
Sep-24,Croydon  Station,train,Entry,55365
Sep-24,Croydon  Station,train,Exit,50476
Sep-24,Dapto  Station,train,Entry,10347
Sep-24,Dapto  Station,train,Exit,9383
Sep-24,Denistone  Station,train,Entry,12572
Sep-24,Denistone  Station,train,Exit,11070
Sep-24,Domestic  Station,train,Entry,216597
Sep-24,Domestic  Station,train,Exit,191058
Sep-24,Doonside  Station,train,Entry,61090
Sep-24,Doonside  Station,train,Exit,54315
Sep-24,Dora Creek  Station,train,Entry,975
Sep-24,Dora Creek  Station,train,Exit,862
Sep-24,Douglas Park  Station,train,Entry,405
Sep-24,Douglas Park  Station,train,Exit,416
Sep-24,Dulwich Hill  Station,train,Entry,48964
Sep-24,Dulwich Hill  Station,train,Exit,43989
Sep-24,Dundas  Station,train,Entry,2746
Sep-24,Dundas  Station,train,Exit,2562
Sep-24,Dungog  Station,train,Entry,474
Sep-24,Dungog  Station,train,Exit,372
Sep-24,East Hills  Station,train,Entry,27782
Sep-24,East Hills  Station,train,Exit,27058
Sep-24,East Maitland  Station,train,Entry,493
Sep-24,East Maitland  Station,train,Exit,482
Sep-24,East Richmond  Station,train,Entry,4305
Sep-24,East Richmond  Station,train,Exit,5752
Sep-24,Eastwood  Station,train,Entry,165145
Sep-24,Eastwood  Station,train,Exit,167640
Sep-24,Edgecliff  Station,train,Entry,187982
Sep-24,Edgecliff  Station,train,Exit,182909
Sep-24,Edmondson Park  Station,train,Entry,92892
Sep-24,Edmondson Park  Station,train,Exit,89848
Sep-24,Emu Plains  Station,train,Entry,23202
Sep-24,Emu Plains  Station,train,Exit,21891
Sep-24,Engadine  Station,train,Entry,26462
Sep-24,Engadine  Station,train,Exit,24642
Sep-24,Epping  Station,Metro Shared,Entry,342325
Sep-24,Epping  Station,Metro Shared,Exit,335919
Sep-24,Erskineville  Station,train,Entry,58200
Sep-24,Erskineville  Station,train,Exit,52000
Sep-24,Exeter  Station,train,Entry,90
Sep-24,Exeter  Station,train,Exit,Less than 50
Sep-24,Fairfield  Station,train,Entry,131385
Sep-24,Fairfield  Station,train,Exit,125608
Sep-24,Fairy Meadow  Station,train,Entry,2579
Sep-24,Fairy Meadow  Station,train,Exit,2127
Sep-24,Fassifern  Station,train,Entry,8793
Sep-24,Fassifern  Station,train,Exit,7882
Sep-24,Faulconbridge  Station,train,Entry,1865
Sep-24,Faulconbridge  Station,train,Exit,1769
Sep-24,Flemington  Station,train,Entry,119147
Sep-24,Flemington  Station,train,Exit,113528
Sep-24,Gadigal  Station,metro,Entry,356838
Sep-24,Gadigal  Station,metro,Exit,370925
Sep-24,Gerringong  Station,train,Entry,800
Sep-24,Gerringong  Station,train,Exit,812
Sep-24,Glenbrook  Station,train,Entry,8609
Sep-24,Glenbrook  Station,train,Exit,7711
Sep-24,Glenfield  Station,train,Entry,121282
Sep-24,Glenfield  Station,train,Exit,113393
Sep-24,Gordon  Station,train,Entry,142593
Sep-24,Gordon  Station,train,Exit,139126
Sep-24,Gosford  Station,train,Entry,95142
Sep-24,Gosford  Station,train,Exit,95320
Sep-24,Goulburn  Station,train,Entry,964
Sep-24,Goulburn  Station,train,Exit,693
Sep-24,Granville  Station,train,Entry,176027
Sep-24,Granville  Station,train,Exit,165919
Sep-24,Green Square  Station,train,Entry,242230
Sep-24,Green Square  Station,train,Exit,236250
Sep-24,Greta  Station,train,Entry,Less than 50
Sep-24,Greta  Station,train,Exit,Less than 50
Sep-24,Guildford  Station,train,Entry,67708
Sep-24,Guildford  Station,train,Exit,60363
Sep-24,Gymea  Station,train,Entry,41970
Sep-24,Gymea  Station,train,Exit,38633
Sep-24,Hamilton  Station,train,Entry,15673
Sep-24,Hamilton  Station,train,Exit,15354
Sep-24,Harris Park  Station,train,Entry,62212
Sep-24,Harris Park  Station,train,Exit,62537
Sep-24,Hawkesbury River  Station,train,Entry,6145
Sep-24,Hawkesbury River  Station,train,Exit,6114
Sep-24,Hazelbrook  Station,train,Entry,5743
Sep-24,Hazelbrook  Station,train,Exit,5290
Sep-24,Heathcote  Station,train,Entry,11103
Sep-24,Heathcote  Station,train,Exit,10629
Sep-24,Helensburgh  Station,train,Entry,8662
Sep-24,Helensburgh  Station,train,Exit,7807
Sep-24,Hexham  Station,train,Entry,181
Sep-24,Hexham  Station,train,Exit,188
Sep-24,High Street  Station,train,Entry,251
Sep-24,High Street  Station,train,Exit,331
Sep-24,Hilldale  Station,train,Entry,Less than 50
Sep-24,Hilldale  Station,train,Exit,Less than 50
Sep-24,Hills Showground  Station,metro,Entry,93777
Sep-24,Hills Showground  Station,metro,Exit,89954
Sep-24,Holsworthy  Station,train,Entry,62950
Sep-24,Holsworthy  Station,train,Exit,59616
Sep-24,Homebush  Station,train,Entry,86139
Sep-24,Homebush  Station,train,Exit,79705
Sep-24,Hornsby  Station,train,Entry,268392
Sep-24,Hornsby  Station,train,Exit,275138
Sep-24,Hurlstone Park  Station,train,Entry,26005
Sep-24,Hurlstone Park  Station,train,Exit,23102
Sep-24,Hurstville  Station,train,Entry,451033
Sep-24,Hurstville  Station,train,Exit,456137
Sep-24,Ingleburn  Station,train,Entry,66273
Sep-24,Ingleburn  Station,train,Exit,65286
Sep-24,International  Station,train,Entry,133840
Sep-24,International  Station,train,Exit,127012
Sep-24,Jannali  Station,train,Entry,51569
Sep-24,Jannali  Station,train,Exit,48659
Sep-24,Katoomba  Station,train,Entry,28358
Sep-24,Katoomba  Station,train,Exit,28510
Sep-24,Kellyville  Station,metro,Entry,96640
Sep-24,Kellyville  Station,metro,Exit,95342
Sep-24,Kembla Grange  Station,train,Entry,109
Sep-24,Kembla Grange  Station,train,Exit,137
Sep-24,Kiama  Station,train,Entry,11406
Sep-24,Kiama  Station,train,Exit,10958
Sep-24,Killara  Station,train,Entry,40795
Sep-24,Killara  Station,train,Exit,38131
Sep-24,Kings Cross  Station,train,Entry,330351
Sep-24,Kings Cross  Station,train,Exit,345157
Sep-24,Kingsgrove  Station,train,Entry,44488
Sep-24,Kingsgrove  Station,train,Exit,41923
Sep-24,Kingswood  Station,train,Entry,49975
Sep-24,Kingswood  Station,train,Exit,45786
Sep-24,Kirrawee  Station,train,Entry,38742
Sep-24,Kirrawee  Station,train,Exit,37282
Sep-24,Kogarah  Station,train,Entry,248402
Sep-24,Kogarah  Station,train,Exit,238972
Sep-24,Koolewong  Station,train,Entry,1328
Sep-24,Koolewong  Station,train,Exit,1010
Sep-24,Kotara  Station,train,Entry,1353
Sep-24,Kotara  Station,train,Exit,1675
Sep-24,Lakemba  Station,train,Entry,84955
Sep-24,Lakemba  Station,train,Exit,83290
Sep-24,Lapstone  Station,train,Entry,1722
Sep-24,Lapstone  Station,train,Exit,1542
Sep-24,Lawson  Station,train,Entry,3137
Sep-24,Lawson  Station,train,Exit,2953
Sep-24,Leightonfield  Station,train,Entry,5097
Sep-24,Leightonfield  Station,train,Exit,4921
Sep-24,Leppington  Station,train,Entry,91516
Sep-24,Leppington  Station,train,Exit,87777
Sep-24,Leumeah  Station,train,Entry,55499
Sep-24,Leumeah  Station,train,Exit,52857
Sep-24,Leura  Station,train,Entry,9647
Sep-24,Leura  Station,train,Exit,7956
Sep-24,Lewisham  Station,train,Entry,59033
Sep-24,Lewisham  Station,train,Exit,55972
Sep-24,Lidcombe  Station,train,Entry,312779
Sep-24,Lidcombe  Station,train,Exit,305084
Sep-24,Linden  Station,train,Entry,293
Sep-24,Linden  Station,train,Exit,217
Sep-24,Lindfield  Station,train,Entry,81091
Sep-24,Lindfield  Station,train,Exit,79927
Sep-24,Lisarow  Station,train,Entry,2901
Sep-24,Lisarow  Station,train,Exit,2618
Sep-24,Lithgow  Station,train,Entry,4950
Sep-24,Lithgow  Station,train,Exit,4283
Sep-24,Liverpool  Station,train,Entry,210405
Sep-24,Liverpool  Station,train,Exit,208608
Sep-24,Lochinvar  Station,train,Entry,Less than 50
Sep-24,Lochinvar  Station,train,Exit,Less than 50
Sep-24,Loftus  Station,train,Entry,8633
Sep-24,Loftus  Station,train,Exit,7765
Sep-24,Lysaghts  Station,train,Entry,Less than 50
Sep-24,Lysaghts  Station,train,Exit,Less than 50
Sep-24,Macarthur  Station,train,Entry,65498
Sep-24,Macarthur  Station,train,Exit,64022
Sep-24,Macdonaldtown  Station,train,Entry,22922
Sep-24,Macdonaldtown  Station,train,Exit,22797
Sep-24,Macquarie Fields  Station,train,Entry,20533
Sep-24,Macquarie Fields  Station,train,Exit,18764
Sep-24,Macquarie Park  Station,metro,Entry,102550
Sep-24,Macquarie Park  Station,metro,Exit,102125
Sep-24,Macquarie University  Station,metro,Entry,335139
Sep-24,Macquarie University  Station,metro,Exit,340452
Sep-24,Maitland  Station,train,Entry,9760
Sep-24,Maitland  Station,train,Exit,8837
Sep-24,Marayong  Station,train,Entry,23682
Sep-24,Marayong  Station,train,Exit,21426
Sep-24,Marrickville  Station,train,Entry,82436
Sep-24,Marrickville  Station,train,Exit,79813
Sep-24,Martin Place  Station,Metro Shared,Entry,737531
Sep-24,Martin Place  Station,Metro Shared,Exit,812288
Sep-24,Martins Creek  Station,train,Entry,Less than 50
Sep-24,Martins Creek  Station,train,Exit,Less than 50
Sep-24,Marulan  Station,train,Entry,Less than 50
Sep-24,Marulan  Station,train,Exit,Less than 50
Sep-24,Mascot  Station,train,Entry,383699
Sep-24,Mascot  Station,train,Exit,386685
Sep-24,Meadowbank  Station,train,Entry,117754
Sep-24,Meadowbank  Station,train,Exit,106876
Sep-24,Medlow Bath  Station,train,Entry,770
Sep-24,Medlow Bath  Station,train,Exit,646
Sep-24,Menangle  Station,train,Entry,290
Sep-24,Menangle  Station,train,Exit,272
Sep-24,Menangle Park  Station,train,Entry,361
Sep-24,Menangle Park  Station,train,Exit,433
Sep-24,Merrylands  Station,train,Entry,138340
Sep-24,Merrylands  Station,train,Exit,133391
Sep-24,Metford  Station,train,Entry,1582
Sep-24,Metford  Station,train,Exit,1619
Sep-24,Milsons Point  Station,train,Entry,146893
Sep-24,Milsons Point  Station,train,Exit,150751
Sep-24,Mindaribba  Station,train,Entry,Less than 50
Sep-24,Mindaribba  Station,train,Exit,Less than 50
Sep-24,Minnamurra  Station,train,Entry,1948
